Match_ID,Season,Match_Type,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Team1_Score,Team1_Wickets,Team1_Overs_Played,Team2_Score,Team2_Wickets,Team2_Overs_Played,Match_Winner,Win_By,Win_Margin,Man_of_the_Match,Stadium_Attendance
1129,2021,League,"BRSABV Ekana Stadium, Lucknow",Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,154,6,18.4,205,3,18.1,Royal Challengers Bangalore,Wickets,7,Faf du Plessis,44516
1130,2021,League,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Bat,152,3,18,190,7,17,Chennai Super Kings,Wickets,3,Andre Russell,21701
1131,2021,League,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bat,145,5,17.5,214,5,19,Mumbai Indians,Wickets,5,David Warner,41413
1132,2021,League,"IS Bindra Stadium, Mohali",Punjab Kings,Delhi Capitals,Punjab Kings,Field,219,7,16.3,133,9,16.8,Punjab Kings,Runs,86,Pat Cummins,35337
1133,2021,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,Bat,164,6,15.1,208,3,16.1,Royal Challengers Bangalore,Wickets,7,Hardik Pandya,39935
1134,2021,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Bat,143,7,16.7,154,3,17.2,Lucknow Super Giants,Wickets,7,Hardik Pandya,45271
1135,2021,League,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Field,141,10,19.7,158,3,17,Kolkata Knight Riders,Wickets,7,Faf du Plessis,52650
1136,2021,League,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Punjab Kings,Punjab Kings,Field,164,4,18.3,162,8,15.3,Rajasthan Royals,Runs,2,Ishan Kishan,54436
1137,2021,League,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Bat,140,8,17.4,195,10,18,Punjab Kings,Wickets,0,David Warner,36327
1138,2021,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,219,9,17.6,149,7,16.8,Delhi Capitals,Runs,70,Sunil Narine,22552
1139,2021,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Chennai Super Kings,Delhi Capitals,Field,174,4,16,166,9,17.9,Delhi Capitals,Runs,8,AB de Villiers,53889
1140,2021,League,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Field,152,8,18.6,164,10,15.9,Sunrisers Hyderabad,Wickets,0,Rashid Khan,24528
1141,2021,League,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Bat,179,10,16.3,141,3,13.6,Royal Challengers Bangalore,Runs,38,Kane Williamson,27516
1142,2021,League,"BRSABV Ekana Stadium, Lucknow",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,Bat,187,10,17,127,3,12.3,Lucknow Super Giants,Runs,60,AB de Villiers,57325
1143,2021,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants,Delhi Capitals,Bat,187,6,19.2,123,5,18.5,Delhi Capitals,Runs,64,Hardik Pandya,48505
1144,2021,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Punjab Kings,Punjab Kings,Bat,226,10,18,186,5,19.8,Delhi Capitals,Runs,40,KL Rahul,42417
1145,2021,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,189,3,15.8,147,9,19.5,Delhi Capitals,Runs,42,Virat Kohli,44921
1146,2021,League,"BRSABV Ekana Stadium, Lucknow",Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,193,3,17,122,5,19.4,Lucknow Super Giants,Runs,71,AB de Villiers,59031
1147,2021,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans,Delhi Capitals,Bat,159,10,18.7,191,10,17.2,Gujarat Titans,Wickets,0,Rohit Sharma,33283
1148,2021,League,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,153,8,19.2,176,4,18.2,Kolkata Knight Riders,Wickets,6,Faf du Plessis,31358
1149,2022,League,"IS Bindra Stadium, Mohali",Punjab Kings,Rajasthan Royals,Punjab Kings,Field,217,4,16.3,188,4,14.4,Punjab Kings,Runs,29,David Warner,56941
1150,2022,League,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Field,189,6,16.2,170,7,15.3,Sunrisers Hyderabad,Runs,19,Jos Buttler,28989
1151,2022,League,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,196,8,15.9,157,10,12.8,Chennai Super Kings,Runs,39,Jos Buttler,47512
1152,2022,League,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Titans,Gujarat Titans,Bat,130,3,17.4,166,9,18.3,Gujarat Titans,Wickets,1,Andre Russell,17380
1153,2022,League,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,220,6,16.1,150,10,16.1,Chennai Super Kings,Runs,70,Hardik Pandya,57265
1154,2022,League,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Bat,201,4,15.4,178,7,14,Sunrisers Hyderabad,Runs,23,Rashid Khan,23123
1155,2022,League,"BRSABV Ekana Stadium, Lucknow",Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,Field,153,6,16.5,128,6,17.2,Lucknow Super Giants,Runs,25,Sunil Narine,27241
1156,2022,League,"Wankhede Stadium, Mumbai",Mumbai Indians,Punjab Kings,Mumbai Indians,Bat,154,9,19.7,137,10,18.4,Mumbai Indians,Runs,17,Virat Kohli,29884
1157,2022,League,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Punjab Kings,Punjab Kings,Bat,169,7,19.7,146,10,18.2,Rajasthan Royals,Runs,23,Jos Buttler,20859
1158,2022,League,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,Field,166,9,18.3,127,8,18.7,Gujarat Titans,Runs,39,MS Dhoni,25732
1159,2022,League,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Field,203,3,19.4,195,3,19.4,Sunrisers Hyderabad,Runs,8,Shikhar Dhawan,26800
1160,2022,League,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Titans,Gujarat Titans,Bat,188,4,18,150,10,17.6,Mumbai Indians,Runs,38,Sanju Samson,20005
1161,2022,League,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Field,148,10,20,157,8,17.3,Delhi Capitals,Wickets,2,Sanju Samson,19378
1162,2022,League,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,149,4,19.6,125,10,14.7,Royal Challengers Bangalore,Runs,24,Virat Kohli,54914
1163,2022,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,214,10,18.9,125,10,12.2,Kolkata Knight Riders,Runs,89,Andre Russell,45855
1164,2022,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Bat,146,10,15.7,218,4,16.3,Chennai Super Kings,Wickets,6,Sanju Samson,56659
1165,2022,League,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,137,3,16.5,201,9,18.8,Rajasthan Royals,Wickets,1,Kane Williamson,23763
1166,2022,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans,Delhi Capitals,Field,136,6,19.8,157,6,19.3,Gujarat Titans,Wickets,4,Kane Williamson,55554
1167,2022,League,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Bat,173,7,18,162,5,12.4,Royal Challengers Bangalore,Runs,11,David Warner,58308
1168,2022,League,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Bat,131,8,18.4,163,3,15.1,Lucknow Super Giants,Wickets,7,Virat Kohli,17102
1169,2022,League,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Bat,220,3,15.7,198,9,18.3,Mumbai Indians,Runs,22,David Warner,27914
1170,2022,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Field,217,6,15.9,158,8,14.4,Kolkata Knight Riders,Runs,59,Pat Cummins,16381
1171,2022,League,"IS Bindra Stadium, Mohali",Punjab Kings,Gujarat Titans,Gujarat Titans,Field,229,8,17.1,206,10,19.3,Punjab Kings,Runs,23,Sanju Samson,53723
1172,2022,League,"IS Bindra Stadium, Mohali",Punjab Kings,Gujarat Titans,Punjab Kings,Bat,188,4,16.7,215,10,18.1,Gujarat Titans,Wickets,0,Rashid Khan,45039
1173,2022,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,Bat,156,7,16.2,197,10,17,Lucknow Super Giants,Wickets,0,Rishabh Pant,18488
1174,2022,League,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Field,147,5,18.7,206,8,18.5,Rajasthan Royals,Wickets,2,Ishan Kishan,46556
1175,2022,League,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,208,7,19.9,197,5,14.1,Chennai Super Kings,Runs,11,Virat Kohli,20445
1176,2022,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,229,7,16.2,188,4,18,Kolkata Knight Riders,Runs,41,Shikhar Dhawan,38121
1177,2023,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,207,3,17.2,143,6,14,Delhi Capitals,Runs,64,Shikhar Dhawan,18837
1178,2023,League,"IS Bindra Stadium, Mohali",Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,Bat,188,10,17.3,218,4,19.4,Lucknow Super Giants,Wickets,6,Virat Kohli,18724
1179,2023,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants,Delhi Capitals,Field,223,5,18.7,141,8,18.4,Delhi Capitals,Runs,82,Sunil Narine,48974
1180,2023,League,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bat,173,7,18.1,177,9,18.4,Sunrisers Hyderabad,Wickets,1,Hardik Pandya,33938
1181,2023,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,Bat,182,10,16.6,201,4,19.9,Lucknow Super Giants,Wickets,6,KL Rahul,34096
1182,2023,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Punjab Kings,Punjab Kings,Field,217,4,18.8,141,5,15.2,Delhi Capitals,Runs,76,Yuzvendra Chahal,22265
1183,2023,League,"BRSABV Ekana Stadium, Lucknow",Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Field,159,9,19.3,142,9,19.4,Lucknow Super Giants,Runs,17,Ishan Kishan,27911
1184,2023,League,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Bat,215,7,17.9,170,8,18.1,Mumbai Indians,Runs,45,MS Dhoni,21470
1185,2023,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Field,164,7,18,191,6,15.5,Mumbai Indians,Wickets,4,Virat Kohli,57330
1186,2023,League,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,179,5,16.6,175,7,13.5,Chennai Super Kings,Runs,4,Hardik Pandya,27407
1187,2023,League,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bat,194,6,16.8,165,9,19.5,Rajasthan Royals,Runs,29,AB de Villiers,34996
1188,2023,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Punjab Kings,Punjab Kings,Bat,195,7,16,176,6,19.9,Kolkata Knight Riders,Runs,19,Yuzvendra Chahal,28575
1189,2023,League,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Punjab Kings,Punjab Kings,Bat,133,10,15.1,215,4,17.5,Punjab Kings,Wickets,6,Yuzvendra Chahal,26744
1190,2023,League,"IS Bindra Stadium, Mohali",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,153,3,19,186,3,19.1,Sunrisers Hyderabad,Wickets,7,AB de Villiers,53843
1191,2023,League,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Delhi Capitals,Delhi Capitals,Field,213,9,15.9,120,5,13.8,Gujarat Titans,Runs,93,Shikhar Dhawan,39493
1192,2023,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bat,160,8,18.9,212,5,19.5,Delhi Capitals,Wickets,5,Sanju Samson,46352
1193,2023,League,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Field,183,8,17.3,138,10,15.2,Royal Challengers Bangalore,Runs,45,MS Dhoni,35703
1194,2023,League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,222,5,15.4,163,7,13.5,Delhi Capitals,Runs,59,MS Dhoni,20990
1195,2023,League,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Field,217,7,19.1,187,5,14.9,Chennai Super Kings,Runs,30,Sanju Samson,16196
1196,2023,League,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,Field,167,3,18.3,160,7,19,Gujarat Titans,Runs,7,Rashid Khan,24370
1197,2023,League,"BRSABV Ekana Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Field,148,5,16.6,209,6,18.5,Delhi Capitals,Wickets,4,Virat Kohli,33714
1198,2023,League,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,172,10,15.3,184,3,16.3,Chennai Super Kings,Wickets,7,Sanju Samson,52609
1199,2023,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,Bat,174,6,18.2,209,4,18.8,Lucknow Super Giants,Wickets,6,Sunil Narine,44995
1200,2023,League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,201,5,16.8,225,8,16.3,Royal Challengers Bangalore,Wickets,2,AB de Villiers,52523
